Num_Pages,Age,Ratings_Count_Log,Text_Reviews_Count_Log,Author_TargetEnc,Publisher_TargetEnc,Author_Frequency,Publisher_Frequency,Language_Code_French,Language_Code_German,Language_Code_Japanese,Language_Code_Others,Language_Code_Spanish
221,21,4.9344739331306915,3.044522437723423,3.9088888658640197,3.9088888658640197,1,1,False,False,False,False,False
640,19,7.649692623711514,5.049856007249537,3.824876529139123,3.9436573968543427,8,14,False,False,False,False,False
554,19,2.5649493574615367,0.6931471805599453,3.8463111009801683,3.920648127042018,15,2,False,False,False,False,True
534,26,7.297091005160418,5.056245805348308,3.9607070476822015,3.966085852829641,1,34,False,False,False,False,False
136,22,1.6094379124341003,0.0,3.9725252295003837,3.9725252295003837,1,1,False,False,False,False,False
538,28,4.718498871295094,1.9459101490553132,4.009841251750301,3.9589814603753517,4,2,False,False,False,False,False
192,21,8.290794347381356,4.454347296253507,3.9434343204094744,3.910409343394959,1,9,False,False,False,False,False
478,22,5.855071922202427,3.871201010907891,3.937070684045838,3.995650786414407,1,25,False,False,False,False,False
80,26,6.7650389767805414,3.970291913552122,3.9243434113185653,3.832089941059624,1,32,False,False,False,False,False
308,21,8.453614209773367,5.87493073085203,3.9013675018849394,3.8371717056592827,3,12,False,False,False,False,False
288,22,5.986452005284438,3.4011973816621555,3.9698610952815137,3.910409343394959,6,9,False,False,False,False,False
512,20,9.474395513796807,6.661854740545311,3.9723610952815136,3.8628104426178953,6,7,False,False,False,False,False
318,27,9.899881056942016,6.70073110954781,3.9362626147501913,3.931616138591292,12,1,False,False,False,False,False
566,26,1.6094379124341003,0.0,3.9725252295003837,3.9725252295003837,1,1,False,False,False,False,False
294,20,8.242493153187626,4.04305126783455,4.0017360952815135,3.8930972190563025,6,70,False,False,False,False,False
64,28,4.07753744390572,2.1972245773362196,3.9425252295003834,4.0009356591844325,1,9,False,False,False,False,False
128,22,6.152732694704104,3.4339872044851463,3.954343411318565,3.9711110952815134,1,6,False,False,False,False,False
336,21,3.1354942159291497,1.6094379124341003,3.957294674978445,3.9448412517503013,13,4,False,False,False,False,False
383,21,10.738242796427764,6.421622267806518,3.9168888762252108,3.9412560331413964,10,36,False,False,False,False,False
560,21,8.580355766373877,6.255750041753367,3.9697979567731108,3.9697979567731108,1,1,False,False,False,False,False
